author,local_guide_info,rating,review,date_text,text_backup
Carlos Jaramillo,Local Guide · 74 reseñas · 80 fotos,4 estrellas,¿Buscas las mejores hamburguesas de Madrid? ¡No busques más! Si vas a Cafeteria HD podrás disfrutar de algunas de las mejores experiencias de hamburguesas de la ciudad. Utilizan dos tipos de aceite para freír sus deliciosas patatas fritas y sus hamburguesas siempre se presentan entre los mejores panecillos. La carne es increíble y los precios son razonables. Se encuentra cerca de la estación de Metro Islas Filipinas.,Hace 11 años,"Carlos Jaramillo
Local Guide · 74 reseñas · 80 fotos






Hace 11 años
¿Buscas las mejores hamburguesas de Madrid? ¡No busques más! Si vas a Cafeteria HD podrás disfrutar de algunas de las mejores experiencias de hamburguesas de la ciudad. Utilizan dos tipos de aceite para freír sus deliciosas patatas fritas y sus hamburguesas siempre se presentan entre los mejores panecillos. La carne es increíble y los precios son razonables. Se encuentra cerca de la estación de Metro Islas Filipinas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Alex Winni,Local Guide · 33 reseñas · 2 fotos,5 estrellas,El lugar es muy bonito y el servicio fue perfecto. Conocido por sus hamburguesas pero con opciones vegetarianas. El menú diario cuesta 12€ y definitivamente están bien pagados allí.,Hace 6 años,"Alex Winni
Local Guide · 33 reseñas · 2 fotos






Hace 6 años
El lugar es muy bonito y el servicio fue perfecto. Conocido por sus hamburguesas pero con opciones vegetarianas. El menú diario cuesta 12€ y definitivamente están bien pagados allí.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Estel Estela,Local Guide · 37 reseñas · 77 fotos,5 estrellas,"La Hamburguesa Nacional en la Catalana en el bar HD Hermanos Díaz ....

seguro que se pondrá de moda y todos los catalanes que visiten Madrid harán una visita Argüelles para probar la

En ""la tierra"" hemos visto el acto de investidura, un show y la búsqueda en el Congreso de Diputadas y Diputados
En los medios de comunicación hemos visto en PS dejar su escaño de diputado y

la entrevista que le hizo JE en El HD un bar del barrio de Argüelles (el próximo lugar donde los catalanes nos tomaremos una de sus reconocidas hamburguesas para recordar lo que quedó patente ..... que Cataluña es una nación)

En las nubes queda la memoria y la podemos revivir cuando queramos, la podemos compartir y todos pueden cooperar más desde cualquier sitio a cualquier hora
La Hamburguesa Nacional en la Catalana en el bar HD Hermanos Díaz ....

seguro que se pondrá de moda y todos los catalanes que visiten Madrid harán una visita a Argüelles para probar la

En ""la tierra"" hemos visto el acto de investidura, un show y la cercada en el Congreso de Diputadas y Diputados
En los medios de comunicación hemos visto a PS dejar su escaño de diputado y

la entrevista que le hizo JE en L'HD un bar del barrio de Argüelles (el próximo lugar donde los catalanes nos tomaremos una de sus reconocidas hamburguesas para recordar lo que quedó patente ..... que Catalunya es una nación )

En las nubes queda la memoria y la podemos revivir cuando queramos, la podemos compartir y todo el mundo puede cooperar más desde cualquier sitio a cualquier hora",Hace 7 años,"Estel Estela
Local Guide · 37 reseñas · 77 fotos






Hace 7 años
La Hamburguesa Nacional en la Catalana en el bar HD Hermanos Díaz ....

seguro que se pondrá de moda y todos los catalanes que visiten Madrid harán una visita Argüelles para probar la

En ""la tierra"" hemos visto el acto de investidura, un show y la búsqueda en el Congreso de Diputadas y Diputados
En los medios de comunicación hemos visto en PS dejar su escaño de diputado y

la entrevista que le hizo JE en El HD un bar del barrio de Argüelles (el próximo lugar donde los catalanes nos tomaremos una de sus reconocidas hamburguesas para recordar lo que quedó patente ..... que Cataluña es una nación)

En las nubes queda la memoria y la podemos revivir cuando queramos, la podemos compartir y todos pueden cooperar más desde cualquier sitio a cualquier hora
La Hamburguesa Nacional en la Catalana en el bar HD Hermanos Díaz ....

seguro que se pondrá de moda y todos los catalanes que visiten Madrid harán una visita a Argüelles para probar la

En ""la tierra"" hemos visto el acto de investidura, un show y la cercada en el Congreso de Diputadas y Diputados
En los medios de comunicación hemos visto a PS dejar su escaño de diputado y

la entrevista que le hizo JE en L'HD un bar del barrio de Argüelles (el próximo lugar donde los catalanes nos tomaremos una de sus reconocidas hamburguesas para recordar lo que quedó patente ..... que Catalunya es una nación )

En las nubes queda la memoria y la podemos revivir cuando queramos, la podemos compartir y todo el mundo puede cooperar más desde cualquier sitio a cualquier hora
Traducido por Google ・ Ver original (catalán)

1

Compartir"
Emilie C.,Local Guide · 87 reseñas · 32 fotos,5 estrellas,Hamburguesas deliciosas y patatas fritas caseras muy buenas. Personal amable y terraza. ¿Qué más se puede pedir?,Hace 6 años,"Emilie C.
Local Guide · 87 reseñas · 32 fotos






Hace 6 años
Hamburguesas deliciosas y patatas fritas caseras muy buenas. Personal amable y terraza. ¿Qué más se puede pedir?
Traducido por Google ・ Ver original (francés)

Me gusta

Compartir"
Rodrigo Abadie,Local Guide · 25 reseñas · 12 fotos,5 estrellas,"¡Pedí un ""Desayuno Sueco"" y superó mis expectativas! ¡Desayuno increíble! (Si te gusta el Baguel de Salmón)",Hace 2 años,"Rodrigo Abadie
Local Guide · 25 reseñas · 12 fotos






Hace 2 años
¡Pedí un ""Desayuno Sueco"" y superó mis expectativas! ¡Desayuno increíble! (Si te gusta el Baguel de Salmón)
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Federico Prades Illanes,Local Guide · 44 reseñas · 3 fotos,4 estrellas,"Una de mis hamburguesas favoritas en Madrid. Buen pan, carne y rellenos. Buena selección de cervezas y bebidas.",Hace 10 años,"Federico Prades Illanes
Local Guide · 44 reseñas · 3 fotos






Hace 10 años
Una de mis hamburguesas favoritas en Madrid. Buen pan, carne y rellenos. Buena selección de cervezas y bebidas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Carlos Blanco Torres,40 reseñas · 1 foto,4 estrellas,"Tenía una hamburguesa clásica, estaba deliciosa y tenía un precio razonable. El lugar tiene una decoración y un ambiente geniales de los años 70.",Hace 5 años,"Carlos Blanco Torres
40 reseñas · 1 foto






Hace 5 años
Tenía una hamburguesa clásica, estaba deliciosa y tenía un precio razonable. El lugar tiene una decoración y un ambiente geniales de los años 70.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Emran Duski,Local Guide · 33 reseñas · 137 fotos,5 estrellas,"Tenía una hamburguesa clásica, era
sabroso y a un precio razonable.
El lugar tiene unos años 70 geniales.
decoración y ambiente.",Hace 5 años,"Emran Duski
Local Guide · 33 reseñas · 137 fotos






Hace 5 años
Tenía una hamburguesa clásica, era
sabroso y a un precio razonable.
El lugar tiene unos años 70 geniales.
decoración y ambiente.
Traducido por Google ・ Ver original (inglés)

2

Compartir"
Alex Forbes,Local Guide · 21 reseñas,4 estrellas,Excelentes hamburguesas y menú de mediodía. Desayunos demasiado caros. Buen ambiente especialmente la cena. Aconsejable reservar.,Hace 6 años,"Alex Forbes
Local Guide · 21 reseñas






Hace 6 años
Excelentes hamburguesas y menú de mediodía. Desayunos demasiado caros. Buen ambiente especialmente la cena. Aconsejable reservar.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Diana Dor,Local Guide · 64 reseñas · 59 fotos,5 estrellas,"Lugar recomendado con variedad de opciones.
¡La hamburguesa francesa con foie gras es simplemente perfecta!",Hace 2 años,"Diana Dor
Local Guide · 64 reseñas · 59 fotos






Hace 2 años
Lugar recomendado con variedad de opciones.
¡La hamburguesa francesa con foie gras es simplemente perfecta!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Gustavo Vargas,1 reseña,5 estrellas,"Una de las mejores hamburguesas de Madrid, excelente comida, excelente servicio y excelentes cócteles. Muy recomendable.",Hace 5 años,"Gustavo Vargas
1 reseña






Hace 5 años
Una de las mejores hamburguesas de Madrid, excelente comida, excelente servicio y excelentes cócteles. Muy recomendable.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Manuel Ramos,Local Guide · 125 reseñas · 1.369 fotos,5 estrellas,La hamburguesa griega es realmente buena.,Hace 8 años,"Manuel Ramos
Local Guide · 125 reseñas · 1.369 fotos






Hace 8 años
La hamburguesa griega es realmente buena.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Dave Cardillo,Local Guide · 117 reseñas · 102 fotos,5 estrellas,Servicio y comida impresionantes. Me encantan los taburetes de la barra y la terraza exterior por igual. Volveremos pronto y a menudo.,Hace 7 años,"Dave Cardillo
Local Guide · 117 reseñas · 102 fotos






Hace 7 años
Servicio y comida impresionantes. Me encantan los taburetes de la barra y la terraza exterior por igual. Volveremos pronto y a menudo.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Cris p,6 reseñas,5 estrellas,mu may yadiel,Hace 4 meses,"Cris p
6 reseñas






Hace 4 meses
mu may yadiel
Traducido por Google ・ Ver original (esperanto)

Me gusta

Compartir"
Daniel Mengs,7 reseñas,5 estrellas,Excelentes sándwiches y hamburguesas. Un lugar realmente agradable. Se llena a la hora del almuerzo local.,Hace 5 años,"Daniel Mengs
7 reseñas






Hace 5 años
Excelentes sándwiches y hamburguesas. Un lugar realmente agradable. Se llena a la hora del almuerzo local.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Matteo Costanzo,Local Guide · 28 reseñas · 10 fotos,4 estrellas,"Lugar particular, amueblado con atención al detalle, el único defecto son las pocas alternativas veganas/vegetarianas. Aconsejado.",Hace 6 años,"Matteo Costanzo
Local Guide · 28 reseñas · 10 fotos






Hace 6 años
Lugar particular, amueblado con atención al detalle, el único defecto son las pocas alternativas veganas/vegetarianas. Aconsejado.
Traducido por Google ・ Ver original (italiano)

Me gusta

Compartir"
Bosco Lliso,Local Guide · 61 reseñas · 35 fotos,5 estrellas,Sin duda algunas de las mejores hamburguesas de Madrid. Gran ambiente antiguo en la decoración.,Hace 8 años,"Bosco Lliso
Local Guide · 61 reseñas · 35 fotos






Hace 8 años
Sin duda algunas de las mejores hamburguesas de Madrid. Gran ambiente antiguo en la decoración.
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Cédric Adrian Galaverna,Local Guide · 20 reseñas · 3 fotos,5 estrellas,Un lugar muy agradable para relajarse y disfrutar de la música jazz y funky. Los platos son muy sabrosos y los precios no son caros para la calidad.,Hace 7 años,"Cédric Adrian Galaverna
Local Guide · 20 reseñas · 3 fotos






Hace 7 años
Un lugar muy agradable para relajarse y disfrutar de la música jazz y funky. Los platos son muy sabrosos y los precios no son caros para la calidad.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Lena Font,6 reseñas,5 estrellas,"¡Muy buen lugar! El servicio es increíble, particularmente el camarero cubano, ¡muy agradable persona!",Hace 2 años,"Lena Font
6 reseñas






Hace 2 años
¡Muy buen lugar! El servicio es increíble, particularmente el camarero cubano, ¡muy agradable persona!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Javier Gómez García,Local Guide · 397 reseñas · 1.091 fotos,5 estrellas,Una de las mejores hamburguesas y perritos calientes de la ciudad con un auténtico ambiente vintage. Genial para una primera cita informal ;),Hace 7 años,"Javier Gómez García
Local Guide · 397 reseñas · 1.091 fotos






Hace 7 años
Una de las mejores hamburguesas y perritos calientes de la ciudad con un auténtico ambiente vintage. Genial para una primera cita informal ;)
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Cova Sandes,Local Guide · 171 reseñas · 124 fotos,3 estrellas,"Antigua cafetería reformada pero manteniendo ese aire vintage, y ofreciendo una amplia variedad de comida. Las hamburguesas son buenas.",Hace 7 años,"Cova Sandes
Local Guide · 171 reseñas · 124 fotos






Hace 7 años
Antigua cafetería reformada pero manteniendo ese aire vintage, y ofreciendo una amplia variedad de comida. Las hamburguesas son buenas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
מור אקסלרוד,Local Guide · 124 reseñas · 152 fotos,4 estrellas,"Café de lugareños, comida súper concurrida, deliciosa, fresca y sin pretensiones. Precios asequibles y buen ambiente.",Hace 7 años,"מור אקסלרוד
Local Guide · 124 reseñas · 152 fotos






Hace 7 años
Café de lugareños, comida súper concurrida, deliciosa, fresca y sin pretensiones. Precios asequibles y buen ambiente.
Traducido por Google ・ Ver original (hebreo)

Me gusta

Compartir"
Ignacio Alonso Portillo,Local Guide · 28 reseñas · 107 fotos,5 estrellas,"Comida sana, menús económicos, buen ambiente, personal muy amable, simpático y profesional.",Hace 7 años,"Ignacio Alonso Portillo
Local Guide · 28 reseñas · 107 fotos






Hace 7 años
Comida sana, menús económicos, buen ambiente, personal muy amable, simpático y profesional.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Jacinta Afonso,Local Guide · 227 reseñas · 161 fotos,5 estrellas,¡Muy bien! Buena comida y buen servicio ☺️,Hace un año,"Jacinta Afonso
Local Guide · 227 reseñas · 161 fotos






Hace un año
¡Muy bien! Buena comida y buen servicio ☺️
Traducido por Google ・ Ver original (portugués)

Me gusta

Compartir"
Manda Bean,Local Guide · 164 reseñas · 173 fotos,5 estrellas,Tenían unas hamburguesas realmente buenas. La sangría también estuvo bien.,Hace 7 años,"Manda Bean
Local Guide · 164 reseñas · 173 fotos






Hace 7 años
Tenían unas hamburguesas realmente buenas. La sangría también estuvo bien.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Philipp Eisen,Local Guide · 53 reseñas · 8 fotos,5 estrellas,Una de las mejores hamburguesas que comí en Madrid a precios razonables.,Hace 8 años,"Philipp Eisen
Local Guide · 53 reseñas · 8 fotos






Hace 8 años
Una de las mejores hamburguesas que comí en Madrid a precios razonables.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Sergio Roselló Morell,Local Guide · 21 reseñas · 43 fotos,5 estrellas,"Gran servicio, buena comida, recomiendo la hamburguesa italiana.",Hace 6 años,"Sergio Roselló Morell
Local Guide · 21 reseñas · 43 fotos






Hace 6 años
Gran servicio, buena comida, recomiendo la hamburguesa italiana.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
MP SRAD,Local Guide · 39 reseñas,5 estrellas,Los camareros son geniales para hacerte sentir a gusto. ¡Churros espectaculares!,Hace 6 años,"MP SRAD
Local Guide · 39 reseñas






Hace 6 años
Los camareros son geniales para hacerte sentir a gusto. ¡Churros espectaculares!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Fernando Barbero,Local Guide · 119 reseñas · 10 fotos,5 estrellas,Cafetería con buena comida y amplia carta de cócteles. Fantástico pisco sour.,Hace 5 años,"Fernando Barbero
Local Guide · 119 reseñas · 10 fotos






Hace 5 años
Cafetería con buena comida y amplia carta de cócteles. Fantástico pisco sour.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Robert Rosenfeld,Local Guide · 534 reseñas · 7 fotos,5 estrellas,"Buen ambiente, excelente café, buen desayuno, WiFi rápido. Que es no gustar",Hace 5 años,"Robert Rosenfeld
Local Guide · 534 reseñas · 7 fotos






Hace 5 años
Buen ambiente, excelente café, buen desayuno, WiFi rápido. Que es no gustar
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Samir Genaim,17 reseñas,5 estrellas,"Lugar especial y diferente a lo que puedes encontrar alrededor, muy lindo ambiente, digno de visitar.",Hace 5 años,"Samir Genaim
17 reseñas






Hace 5 años
Lugar especial y diferente a lo que puedes encontrar alrededor, muy lindo ambiente, digno de visitar.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Ben Jerue,Local Guide · 356 reseñas · 431 fotos,4 estrellas,"¡Entrar en este lugar es como pasar por una máquina del tiempo! La comida era buena, pero parecía un poco cara.",Hace 7 años,"Ben Jerue
Local Guide · 356 reseñas · 431 fotos






Hace 7 años
¡Entrar en este lugar es como pasar por una máquina del tiempo! La comida era buena, pero parecía un poco cara.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Fabián Torres,21 reseñas · 2 fotos,5 estrellas,jugando es el mejor,Hace 4 meses,"Fabián Torres
21 reseñas · 2 fotos






Hace 4 meses
jugando es el mejor
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Tanja Meyer,Local Guide · 145 reseñas · 1.268 fotos,3 estrellas,"El ambiente de los años 60 es bastante agradable, la comida es simplemente mediocre.",Hace 6 años,"Tanja Meyer
Local Guide · 145 reseñas · 1.268 fotos






Hace 6 años
El ambiente de los años 60 es bastante agradable, la comida es simplemente mediocre.
Traducido por Google ・ Ver original (alemán)

Me gusta

Compartir"
Laura G,Local Guide · 53 reseñas · 37 fotos,3 estrellas,"Bonita decoración. La comida y el servicio están bien, nada especial.",Hace 4 años,"Laura G
Local Guide · 53 reseñas · 37 fotos






Hace 4 años
Bonita decoración. La comida y el servicio están bien, nada especial.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Ryon00 Gmailer,Local Guide · 98 reseñas · 146 fotos,4 estrellas,"Gran ambiente, buena música y muy buen vermú!",Hace 6 años,"Ryon00 Gmailer
Local Guide · 98 reseñas · 146 fotos






Hace 6 años
Gran ambiente, buena música y muy buen vermú!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
D Buck,Local Guide · 672 reseñas · 1.206 fotos,4 estrellas,"Buena comida, café y amplia carta de cócteles.",Hace 9 meses,"D Buck
Local Guide · 672 reseñas · 1.206 fotos






Hace 9 meses
Buena comida, café y amplia carta de cócteles.
Servicio
Comí allí
Tipo de comida
Desayuno
Precio por persona
10-20 €
Comida: 4
Servicio: 3
Ambiente: 4
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Lele Le,Local Guide · 195 reseñas,5 estrellas,"Una hamburguesa y una taza de café para almorzar, sienta bien, lo recomiendo.",Hace 8 años,"Lele Le
Local Guide · 195 reseñas






Hace 8 años
Una hamburguesa y una taza de café para almorzar, sienta bien, lo recomiendo.
Traducido por Google ・ Ver original (chino)

Me gusta

Compartir"
Carlota Puertas,12 reseñas,5 estrellas,¡Suuuuper!,Hace 4 meses,"Carlota Puertas
12 reseñas






Hace 4 meses
¡Suuuuper!
Comida: 5
Servicio: 5
Ambiente: 5
Traducido por Google ・ Ver original (latín)

Me gusta

Compartir"
Rayah Jaymes,Local Guide · 76 reseñas · 378 fotos,5 estrellas,"Excelente ubicación, menú increíble, toneladas de excelentes opciones.",Hace 6 años,"Rayah Jaymes
Local Guide · 76 reseñas · 378 fotos






Hace 6 años
Excelente ubicación, menú increíble, toneladas de excelentes opciones.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Matthew King,Local Guide · 85 reseñas · 4 fotos,5 estrellas,Súper hamburguesas y una gran selección de bebidas.,Hace 6 años,"Matthew King
Local Guide · 85 reseñas · 4 fotos






Hace 6 años
Súper hamburguesas y una gran selección de bebidas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Thiago Lima,12 reseñas · 7 fotos,4 estrellas,"Bonito lugar para pasar el rato. Buenas hamburguesas, bebidas y cervezas.",Hace 8 años,"Thiago Lima
12 reseñas · 7 fotos






Hace 8 años
Bonito lugar para pasar el rato. Buenas hamburguesas, bebidas y cervezas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Ferran Feixas Boix,Local Guide · 205 reseñas · 53 fotos,5 estrellas,Las hamburguesas y la cordialidad del personal,Hace 5 años,"Ferran Feixas Boix
Local Guide · 205 reseñas · 53 fotos






Hace 5 años
Las hamburguesas y la cordialidad del personal
Traducido por Google ・ Ver original (catalán)

Me gusta

Compartir"
Jaime Casanova,Local Guide · 204 reseñas · 81 fotos,4 estrellas,¡¡Debes probar la HD Burger!!,Hace un año,"Jaime Casanova
Local Guide · 204 reseñas · 81 fotos






Hace un año
¡¡Debes probar la HD Burger!!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Alejandro VA,Local Guide · 137 reseñas · 73 fotos,5 estrellas,¡Bonito lugar! ¡Estoy deseando volver otra vez!,Hace 7 años,"Alejandro VA
Local Guide · 137 reseñas · 73 fotos






Hace 7 años
¡Bonito lugar! ¡Estoy deseando volver otra vez!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Merlyn Torres,38 reseñas · 43 fotos,4 estrellas,¡Tienen buenas hamburguesas!,Hace 2 años,"Merlyn Torres
38 reseñas · 43 fotos






Hace 2 años
¡Tienen buenas hamburguesas!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
juan carlos Pineda,Local Guide · 35 reseñas · 3 fotos,5 estrellas,Amplia selección de cervezas y nachos increíbles.,Hace 3 años,"juan carlos Pineda
Local Guide · 35 reseñas · 3 fotos






Hace 3 años
Amplia selección de cervezas y nachos increíbles.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Loes van Mierlo,Local Guide · 52 reseñas · 96 fotos,4 estrellas,Un bonito y pequeño lugar para tomar una copa de vino o una cerveza.,Hace 8 años,"Loes van Mierlo
Local Guide · 52 reseñas · 96 fotos






Hace 8 años
Un bonito y pequeño lugar para tomar una copa de vino o una cerveza.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Marta Gala Gallery,17 reseñas · 1 foto,5 estrellas,Súper retro. buenos gin tonics,Hace 2 años,"Marta Gala Gallery
17 reseñas · 1 foto






Hace 2 años
Súper retro. buenos gin tonics
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir
Respuesta del propietario Hace 2 años
¡¡¡Muchas gracias!!! Esperamos verte muy pronto de nuevo 😊…"
Javier Holguera,Local Guide · 52 reseñas · 2 fotos,2 estrellas,Decepcionante y de mal gusto. El personal fue agradable,Hace 3 años,"Javier Holguera
Local Guide · 52 reseñas · 2 fotos






Hace 3 años
Decepcionante y de mal gusto. El personal fue agradable
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Eduardo Palou,Local Guide · 29 reseñas · 151 fotos,5 estrellas,,Hace 4 años,"Eduardo Palou
Local Guide · 29 reseñas · 151 fotos






Hace 4 años"
Serafin Templar,Local Guide · 46 reseñas · 19 fotos,5 estrellas,Es genial a cualquier hora del día.,Hace 5 años,"Serafin Templar
Local Guide · 46 reseñas · 19 fotos






Hace 5 años
Es genial a cualquier hora del día.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Cristina Cueto,6 reseñas · 190 fotos,4 estrellas,,Hace 5 años,"Cristina Cueto
6 reseñas · 190 fotos






Hace 5 años"
carmen d,Local Guide · 83 reseñas · 96 fotos,4 estrellas,"Buen lugar, buen personal.",Hace un año,"carmen d
Local Guide · 83 reseñas · 96 fotos






Hace un año
Buen lugar, buen personal.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Yosep María Valerio,Local Guide · 336 reseñas · 1.934 fotos,4 estrellas,Muy buenos bocadillos y hamburguesas.,Hace un mes,"Yosep María Valerio
Local Guide · 336 reseñas · 1.934 fotos






Hace un mes
Muy buenos bocadillos y hamburguesas.
Comida: 5
Servicio: 4
Ambiente: 4
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Antonio B,Local Guide · 128 reseñas · 106 fotos,4 estrellas,Buen sitio y gin tonics ;),Hace 5 años,"Antonio B
Local Guide · 128 reseñas · 106 fotos






Hace 5 años
Buen sitio y gin tonics ;)
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
André Fortmann,Local Guide · 90 reseñas · 144 fotos,4 estrellas,Cerveza barata y tapas deliciosas.,Hace 5 años,"André Fortmann
Local Guide · 90 reseñas · 144 fotos






Hace 5 años
Cerveza barata y tapas deliciosas.
Traducido por Google ・ Ver original (alemán)

Me gusta

Compartir"
Natalia Caballero,Local Guide · 12 reseñas · 52 fotos,3 estrellas,,Hace 5 años,"Natalia Caballero
Local Guide · 12 reseñas · 52 fotos






Hace 5 años"
cristina martin,Local Guide · 31 reseñas · 1.293 fotos,4 estrellas,,Hace 7 años,"cristina martin
Local Guide · 31 reseñas · 1.293 fotos






Hace 7 años"
Deborah,Local Guide · 29 reseñas · 12 fotos,5 estrellas,Muy buenas hamburguesas!!,Hace 8 años,"Deborah
Local Guide · 29 reseñas · 12 fotos






Hace 8 años
Muy buenas hamburguesas!!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
raul dominguez martin,Local Guide · 44 reseñas · 5 fotos,5 estrellas,,Hace 2 años,"raul dominguez martin
Local Guide · 44 reseñas · 5 fotos






Hace 2 años"
Javier García Arce “Vitxu”,Local Guide · 143 reseñas · 47 fotos,3 estrellas,Carete pero está bien,Hace 7 años,"Javier García Arce “Vitxu”
Local Guide · 143 reseñas · 47 fotos






Hace 7 años
Carete pero está bien

1

Compartir"
Raquel Ferreiro,Local Guide · 5 reseñas · 20 fotos,5 estrellas,,Hace 4 años,"Raquel Ferreiro
Local Guide · 5 reseñas · 20 fotos






Hace 4 años"
Hanna van Leent,Local Guide · 53 reseñas · 2 fotos,5 estrellas,Desayunos encantadores!!,Hace un año,"Hanna van Leent
Local Guide · 53 reseñas · 2 fotos






Hace un año
Desayunos encantadores!!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Petar Butorac,Local Guide · 41 reseñas,4 estrellas,Buena relación calidad-precio,Hace 2 años,"Petar Butorac
Local Guide · 41 reseñas






Hace 2 años
Buena relación calidad-precio
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Maria Jose Molina Rayo,9 reseñas · 148 fotos,5 estrellas,,Hace 4 años,"Maria Jose Molina Rayo
9 reseñas · 148 fotos






Hace 4 años"
Justine CORNU,23 reseñas,5 estrellas,Bonito y acogedor lugar.,Hace 6 años,"Justine CORNU
23 reseñas






Hace 6 años
Bonito y acogedor lugar.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Robert Banu,Local Guide · 64 reseñas · 85 fotos,5 estrellas,Grandes hamburguesas.,Hace 3 años,"Robert Banu
Local Guide · 64 reseñas · 85 fotos






Hace 3 años
Grandes hamburguesas.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir
Respuesta del propietario Hace 3 años
¡Muchas gracias! :)
Traducido por Google ・ Ver original (inglés)"
Michal B.,Local Guide · 107 reseñas · 3 fotos,5 estrellas,¡Excelente!,Hace 2 años,"Michal B.
Local Guide · 107 reseñas · 3 fotos






Hace 2 años
¡Excelente!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Jaime Andrés Almeyda Luna,Local Guide · 26 reseñas · 67 fotos,5 estrellas,Buena hamburguesa 😎…,Hace 5 años,"Jaime Andrés Almeyda Luna
Local Guide · 26 reseñas · 67 fotos






Hace 5 años
Buena hamburguesa 😎…
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Cat DeExplorer,12 reseñas · 1 foto,4 estrellas,buena hamburguesa,Hace un año,"Cat DeExplorer
12 reseñas · 1 foto






Hace un año
buena hamburguesa
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
mariano santamaria lopez,Local Guide · 1.148 reseñas · 62 fotos,2 estrellas,Rápido bueno popular,Hace 4 años,"mariano santamaria lopez
Local Guide · 1.148 reseñas · 62 fotos






Hace 4 años
Rápido bueno popular
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Ibor Rodríguez Barredo,Local Guide · 47 reseñas · 68 fotos,5 estrellas,primavera,Hace 9 años,"Ibor Rodríguez Barredo
Local Guide · 47 reseñas · 68 fotos






Hace 9 años
primavera
Traducido por Google ・ Ver original (portugués)

Me gusta

Compartir"
KR Nasr,Local Guide · 79 reseñas · 24 fotos,5 estrellas,¡Sí!,Hace 4 años,"KR Nasr
Local Guide · 79 reseñas · 24 fotos






Hace 4 años
¡Sí!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Isabel Rodríguez Cedillo,Local Guide · 42 reseñas,5 estrellas,¡Buena comida!,Hace 5 años,"Isabel Rodríguez Cedillo
Local Guide · 42 reseñas






Hace 5 años
¡Buena comida!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
